ticker,market,year_roc,month,query_scope,holding_legs_in_month,official_route,response_status,response_rows,payload,payload_hash,response_hash,raw_cache_path,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,event_type,classified_event_rows,overlap_event_rows,missing_effective_date_rows,proof_status,proof_reason
2330,TWSE,104,02,2330 ROC104/02,1,MOPS t05st01,cache_hit,21,"{""companyId"": ""2330"", ""firstDay"": """", ""lastDay"": """", ""month"": ""02"", ""year"": ""104""}",29fd72e368380e56cb85a517805893f62ed18ed20f2cce9961947f56fc2c4b1c,dac77db6b19c75fc259affdbc50b330ce93b482a2ff87fbfbfacf64984ac4a55,raw_cache\no_event_2330_104_02_list.json,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2330,TWSE,104,02,2330 ROC104/02,1,MOPS t05st01,cache_hit,21,"{""companyId"": ""2330"", ""firstDay"": """", ""lastDay"": """", ""month"": ""02"", ""year"": ""104""}",29fd72e368380e56cb85a517805893f62ed18ed20f2cce9961947f56fc2c4b1c,dac77db6b19c75fc259affdbc50b330ce93b482a2ff87fbfbfacf64984ac4a55,raw_cache\no_event_2330_104_02_list.json,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,stock_dividend_exright,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2330,TWSE,112,03,2330 ROC112/03,8,MOPS t05st01,cache_hit,15,"{""companyId"": ""2330"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""112""}",74183c93becce9853838baccb4cb3bc7e15e6e8df8165fb6818b6fa357bd84d3,c6799eb314562ef06078df49d4836848cbe59997eb2c47a0bd5d39c30926cc97,raw_cache\no_event_2330_112_03_list.json,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2374,TWSE,113,05,2374 ROC113/05,4,MOPS t05st01,cache_hit,10,"{""companyId"": ""2374"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""113""}",df26aafca0618d3088e7e96f42fa0cec9101254f6b9ef3c2c4a7c736b4ca6b07,988ddde503a1c872da74f517bf4e2baebf16437045b4bcebf1f557ae763ed298,raw_cache\no_event_2374_113_05_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2374,TWSE,113,05,2374 ROC113/05,4,MOPS t05st01,cache_hit,10,"{""companyId"": ""2374"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""113""}",df26aafca0618d3088e7e96f42fa0cec9101254f6b9ef3c2c4a7c736b4ca6b07,988ddde503a1c872da74f517bf4e2baebf16437045b4bcebf1f557ae763ed298,raw_cache\no_event_2374_113_05_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,stock_dividend_exright,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2374,TWSE,113,05,2374 ROC113/05,4,MOPS t05st01,cache_hit,10,"{""companyId"": ""2374"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""113""}",df26aafca0618d3088e7e96f42fa0cec9101254f6b9ef3c2c4a7c736b4ca6b07,988ddde503a1c872da74f517bf4e2baebf16437045b4bcebf1f557ae763ed298,raw_cache\no_event_2374_113_05_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2388,TWSE,112,11,2388 ROC112/11,5,MOPS t05st01,cache_hit,5,"{""companyId"": ""2388"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""112""}",cc0324cb9909b6f25955e8dcf1eaf3b983505da0b978a362ae456e5841e61fc5,5a8c5139f29cff7301a0f8ffdd5239e845df74a8bd62ea3252586072c4221116,raw_cache\no_event_2388_112_11_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2412,TWSE,105,09,2412 ROC105/09,4,MOPS t05st01,cache_hit,8,"{""companyId"": ""2412"", ""firstDay"": """", ""lastDay"": """", ""month"": ""09"", ""year"": ""105""}",b002634e6bd0cccc8ad494b5d3d603456130be055d2246f229ce7130c9354c8f,44560389550c636ddcc65f962d0e8b24545fd7b376be59ab0750070803e36bb4,raw_cache\no_event_2412_105_09_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2453,TWSE,112,03,2453 ROC112/03,5,MOPS t05st01,cache_hit,4,"{""companyId"": ""2453"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""112""}",03d059bf3512a6145a399a82a6ea654e8ccd694abad47f8bcb8bf89102a2d55f,eef7bd8437860987f67e053e00a91217b9250c8cd3b0eb70e2b95fc684b44a47,raw_cache\no_event_2453_112_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2453,TWSE,112,03,2453 ROC112/03,5,MOPS t05st01,cache_hit,4,"{""companyId"": ""2453"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""112""}",03d059bf3512a6145a399a82a6ea654e8ccd694abad47f8bcb8bf89102a2d55f,eef7bd8437860987f67e053e00a91217b9250c8cd3b0eb70e2b95fc684b44a47,raw_cache\no_event_2453_112_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,stock_dividend_exright,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2468,TWSE,114,05,2468 ROC114/05,3,MOPS t05st01,cache_hit,4,"{""companyId"": ""2468"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""114""}",84cb6aac87eb8fb36870482fd060b421c6f7b91ac9ebcab1cc23dc0ea59509ba,08b57e0655961daaa4dc6c3a43fd424a1ed495c8f23b43f01c0edb8e7a50af62,raw_cache\no_event_2468_114_05_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2603,TWSE,106,08,2603 ROC106/08,8,MOPS t05st01,cache_hit,5,"{""companyId"": ""2603"", ""firstDay"": """", ""lastDay"": """", ""month"": ""08"", ""year"": ""106""}",25aa520617234faf48ed4d5e7a0c846b22ccb42c9eb395d33f9873b6cc697a02,171de130bbbcf4d0928b82ee1b1d116fe99d91edb2a0085b0467cb7d979fb39e,raw_cache\no_event_2603_106_08_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2615,TWSE,114,05,2615 ROC114/05,6,MOPS t05st01,cache_hit,12,"{""companyId"": ""2615"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""114""}",681b8bfc8bdfc6961319674f74c7babf1b712e62792038cf8f984279545b6f30,47495913b600996b7614fcc913bf328477df2d3736b020dad573337cac6b268b,raw_cache\no_event_2615_114_05_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
2636,TWSE,110,06,2636 ROC110/06,6,MOPS t05st01,cache_hit,7,"{""companyId"": ""2636"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""110""}",5acf5ffba7dbbd7a272b22476721a149bab67c5c6469ee72ebcc1d44cf81e7e3,70d3044419a7f3a3f8ee3a1b90be44361c9247d82eb5fec0e4d27131e6e039ac,raw_cache\no_event_2636_110_06_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3037,TWSE,115,01,3037 ROC115/01,10,MOPS t05st01,cache_hit,8,"{""companyId"": ""3037"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""115""}",0f97c3dfcf0156a2d057805aebdab6de63e422e76be9f759a6e29f4620aa5ca9,a756ac0370af48311a9aa027b32eaf4dc7c9ba4cb03a45a7bbdde24afa9bc071,raw_cache\no_event_3037_115_01_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,capital_reduction_refund,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3037,TWSE,115,01,3037 ROC115/01,10,MOPS t05st01,cache_hit,8,"{""companyId"": ""3037"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""115""}",0f97c3dfcf0156a2d057805aebdab6de63e422e76be9f759a6e29f4620aa5ca9,a756ac0370af48311a9aa027b32eaf4dc7c9ba4cb03a45a7bbdde24afa9bc071,raw_cache\no_event_3037_115_01_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3090,TWSE,107,06,3090 ROC107/06,10,MOPS t05st01,cache_hit,8,"{""companyId"": ""3090"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""107""}",19691be7327e3ea6bac619400d5f863d1cb4642de0c55f7fa91dedc27a05cd8d,f0d5204b6027f74c65b7f0f255e57c3b918077b7dad2c59296e38bd75e36ffc2,raw_cache\no_event_3090_107_06_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,3,0,3,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3090,TWSE,107,06,3090 ROC107/06,10,MOPS t05st01,cache_hit,8,"{""companyId"": ""3090"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""107""}",19691be7327e3ea6bac619400d5f863d1cb4642de0c55f7fa91dedc27a05cd8d,f0d5204b6027f74c65b7f0f255e57c3b918077b7dad2c59296e38bd75e36ffc2,raw_cache\no_event_3090_107_06_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,stock_dividend_exright,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3105,TPEx,114,12,3105 ROC114/12,3,MOPS t05st01,cache_hit,4,"{""companyId"": ""3105"", ""firstDay"": """", ""lastDay"": """", ""month"": ""12"", ""year"": ""114""}",8e678a649dc26c4824c2eb676531b720d250a0a79b1758c59baac1754f8877af,6cb7caaf05d1310de614e51cee1ea436ffa6a22099ffee59aa5c77dbcbc99dc5,raw_cache\no_event_3105_114_12_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,capital_reduction_refund,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3163,TPEx,115,04,3163 ROC115/04,5,MOPS t05st01,cache_hit,4,"{""companyId"": ""3163"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""115""}",f06effd5186247b3b4f662884f05c4bc16102d5ba5dd832c5629f952e4b7d1ed,49028ba7a3385e3f9a4d964a0b4e6ba8ad14496778c8c281f62fe7caba3ed76a,raw_cache\no_event_3163_115_04_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3324,TPEx,105,03,3324 ROC105/03,8,MOPS t05st01,cache_hit,7,"{""companyId"": ""3324"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""105""}",741c57b3b1025418f1018eafb91f34ab4d883efe78d87e4748a80bc3acd79bb4,167172aec34c61ae30a1c0060ec7a1650c1beda743f20add02fbc4308cac7fff,raw_cache\no_event_3324_105_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3324,TPEx,105,03,3324 ROC105/03,8,MOPS t05st01,cache_hit,7,"{""companyId"": ""3324"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""105""}",741c57b3b1025418f1018eafb91f34ab4d883efe78d87e4748a80bc3acd79bb4,167172aec34c61ae30a1c0060ec7a1650c1beda743f20add02fbc4308cac7fff,raw_cache\no_event_3324_105_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,stock_dividend_exright,3,0,3,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3324,TPEx,105,03,3324 ROC105/03,8,MOPS t05st01,cache_hit,7,"{""companyId"": ""3324"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""105""}",741c57b3b1025418f1018eafb91f34ab4d883efe78d87e4748a80bc3acd79bb4,167172aec34c61ae30a1c0060ec7a1650c1beda743f20add02fbc4308cac7fff,raw_cache\no_event_3324_105_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3346,TWSE,106,02,3346 ROC106/02,10,MOPS t05st01,cache_hit,2,"{""companyId"": ""3346"", ""firstDay"": """", ""lastDay"": """", ""month"": ""02"", ""year"": ""106""}",51fb2b8def73c98ad5ba329978821cceb45fbac4f6be7aae7bde652287eae510,106afa32de08784ea1f7ed3a621697dfc0081cf51c3ed8d6a492d41e4f32f997,raw_cache\no_event_3346_106_02_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
3661,TWSE,108,09,3661 ROC108/09,10,MOPS t05st01,cache_hit,2,"{""companyId"": ""3661"", ""firstDay"": """", ""lastDay"": """", ""month"": ""09"", ""year"": ""108""}",d14d17e84486e540bac6cf50d3474586812ef4949477699aa6426f57c8896678,334312e621dfc529793baa230a86d9a52bc8a5620439caedad99d316355c4faf,raw_cache\no_event_3661_108_09_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
4971,TPEx,115,01,4971 ROC115/01,10,MOPS t05st01,cache_hit,3,"{""companyId"": ""4971"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""115""}",e52aa6e35d537cce14db6e3993bc0e3ae3edaadc640c94a24c6d7b1935b9dd86,804712b7582971ff90c62703de7360bfe8b444686e83b02ea0ceafc2accfaf7d,raw_cache\no_event_4971_115_01_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6121,TPEx,106,11,6121 ROC106/11,6,MOPS t05st01,cache_hit,2,"{""companyId"": ""6121"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""106""}",4fbbedf5110280c7961919c432783f0f65a8f86764fadf64cbe51e4e0de2965b,fde3ecd112b990300f09ac4718998a32df1efb0c4c8c14b7b99f9b4ebda77bf0,raw_cache\no_event_6121_106_11_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6143,TPEx,104,10,6143 ROC104/10,11,MOPS t05st01,cache_hit,2,"{""companyId"": ""6143"", ""firstDay"": """", ""lastDay"": """", ""month"": ""10"", ""year"": ""104""}",46190c800ff48b4ae861836dd566760be6a811532009024265147ed890ac0227,eea01f45e2b9b802c5a516258e06d59084d588ed3bb0ccc5b8eefec44c27d520,raw_cache\no_event_6143_104_10_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6150,TPEx,107,03,6150 ROC107/03,10,MOPS t05st01,cache_hit,10,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""107""}",035035b035f9ac65467dd79c4226963c9fe6fdcb4db711d0e1bc775bdb30f719,1ef6acc25e17fe8889edd8a2a41ab7f6afe5b0b31c798f37cc19781830beffec,raw_cache\no_event_6150_107_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,cash_dividend_exdiv,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6150,TPEx,107,03,6150 ROC107/03,10,MOPS t05st01,cache_hit,10,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""107""}",035035b035f9ac65467dd79c4226963c9fe6fdcb4db711d0e1bc775bdb30f719,1ef6acc25e17fe8889edd8a2a41ab7f6afe5b0b31c798f37cc19781830beffec,raw_cache\no_event_6150_107_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,stock_dividend_exright,3,0,3,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6150,TPEx,107,03,6150 ROC107/03,10,MOPS t05st01,cache_hit,10,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""107""}",035035b035f9ac65467dd79c4226963c9fe6fdcb4db711d0e1bc775bdb30f719,1ef6acc25e17fe8889edd8a2a41ab7f6afe5b0b31c798f37cc19781830beffec,raw_cache\no_event_6150_107_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,capital_reduction_refund,1,0,1,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6150,TPEx,107,03,6150 ROC107/03,10,MOPS t05st01,cache_hit,10,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""107""}",035035b035f9ac65467dd79c4226963c9fe6fdcb4db711d0e1bc775bdb30f719,1ef6acc25e17fe8889edd8a2a41ab7f6afe5b0b31c798f37cc19781830beffec,raw_cache\no_event_6150_107_03_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
6573,TWSE,106,11,6573 ROC106/11,5,MOPS t05st01,cache_hit,7,"{""companyId"": ""6573"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""106""}",b587dd47c772a7ec1366250fe22af2eb94ebd696eb8b34c00c77fccab487cb32,55ccbf3444e3c72101ed0aa02120c48f54104312f8ea7bf882d1dc2a4568ffc9,raw_cache\no_event_6573_106_11_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
8021,TWSE,114,08,8021 ROC114/08,5,MOPS t05st01,cache_hit,5,"{""companyId"": ""8021"", ""firstDay"": """", ""lastDay"": """", ""month"": ""08"", ""year"": ""114""}",63049bfd529c09ebf7a71366f4181a7fb9494494eacc18b48cbb4d0cabd06e98,37c93990ced783ee8832d5f1dbe9d853bb352c2a45e2ac1fe4d4a2747425ed05,raw_cache\no_event_8021_114_08_list.json,2026-07-10T10:43:05+00:00,0,False,False,False,False,False,False,False,True,False,merger_share_conversion,2,0,2,blocked_event_candidate_missing_effective_date,official_event_candidate_requires_exact_effective_date_before_no_event_proof
